OrderID,earliest_time,latest_time,start_x,start_y,finish_x,finish_y,service_time
82,584.0,625.3718302925827,8154,5065,9526,2669,8.628169707417674
83,390.0,448.9774787033275,8574,2826,8013,7278,14.022521296672187
84,557.9527083618141,597.9527083618214,7927,6892,9637,7167,6.423868237526386
85,606.0,669.8791594623053,8540,3981,9634,2761,5.120840537694959
86,653.0199387876328,691.2334845726327,8068,6258,7041,3920,9.766515427368178
87,625.0,684.668023965587,8593,6346,8758,6739,1.3319760344127818
88,780.0,833.7093742237957,7760,4290,7523,2291,6.290625776204622
89,230.0,308.84375,8724,6625,8694,6665,0.15625
90,503.0,569.913795502056,7760,4290,6862,4701,3.0862044979432257
91,600.0,642.8743304865002,8154,5065,6595,6729,7.125669513500118
92,344.0,396.18108011448567,5330,6553,9419,6880,12.818919885514926
93,644.0,693.7081510985972,7748,6882,7769,6791,0.29184890140276354
94,88.0,121.88305485456476,6141,8160,4824,6302,7.116945145434592
95,192.0,253.90417998544763,8068,6258,8874,6834,3.0958200145518795
96,279.0,331.3747640801739,9050,7897,5967,5286,12.62523591982542
97,197.0,246.94075508782407,2112,6016,434,3269,10.059244912175316
98,117.0,179.13670691936204,9050,7897,9425,7061,2.863293080637223
99,541.0,595.3770015672071,5330,6553,2263,5087,10.622998432793116
100,502.0,560.4941552719883,7876,2737,5806,2515,6.5058447280118825
101,544.0,609.0585417876555,4779,5982,1991,3864,10.941458212345372
102,565.0,630.5829697476693,4035,5631,2623,5695,4.4170302523301785
103,630.0,691.8632082679287,7777,3265,7316,2760,2.1367917320717056
104,623.0,680.5724065835329,8574,2826,8424,6800,12.42759341646644
105,673.0,739.8370044237108,7115,5000,6122,5196,3.1629955762891924
106,561.0,611.6251947936908,7760,4290,10759,4215,9.374805206309622
107,624.9673638607001,664.9673638607055,7760,4290,8234,7308,17.713541910013742
108,641.0,699.3637533401816,7760,4290,4095,3632,11.636246659817976
109,677.0,730.5201258089946,3919,4257,4400,6274,6.479874191004791
110,266.0,321.8163214122269,9241,7709,7694,3442,14.183678587772992
111,750.0,812.2431381184142,7760,4290,7460,6754,7.756861881585877
112,444.0,496.688545742365,5886,8078,3793,4368,13.311454257635603
113,570.0,626.2014689825373,8147,6021,7574,7093,3.7985310174625404
114,663.0,729.1129228367136,4779,5982,767,5028,12.887077163286483
115,228.0,283.7684494000914,5658,4704,9523,4086,12.231550599908623
116,599.0,651.6536126235242,7668,4039,3900,5227,12.346387376475759
117,602.0,630.6314462184073,8593,6346,7310,4173,9.941041683491918
118,441.0,505.6024650517411,8147,6021,8690,6563,2.3975349482593575
119,544.0,603.3703908102307,8570,6686,7778,7938,4.629609189769694
120,238.0,299.71720945932975,7760,4290,5653,2682,8.282790540670758
121,160.0,222.88957017256507,4119,4099,1612,5587,9.110429827435421
122,274.0,334.5643775237095,8970,3034,10186,5444,8.43562247629065
123,603.0,674.7558725292474,9241,7709,8431,5537,7.24412747075174
124,658.0,721.5556785492408,4375,6054,4362,6516,1.444321450759837
125,11.0,73.67884785304341,6141,8160,3101,6869,10.32115214695651
126,571.0,628.6505138844423,5517,4751,6723,2013,9.349486115557367
127,595.0,643.1581041855352,2112,6016,1031,4906,4.841895814464103
128,753.0,815.7660948920675,9228,6289,8987,6962,2.2339051079331904
129,518.0,570.7094638206399,7760,4290,4956,5278,9.290536179360156
130,556.0,608.5886923879625,3645,4000,7573,3413,12.411307612037701
131,679.0,726.0180463449433,8147,6021,7940,4118,5.9819536550570165
132,463.0,533.5753407895336,3919,4257,6171,5739,8.424659210466617
133,518.0,586.1425692938556,8169,6476,8666,6802,1.8574307061435698
134,280.0,346.13979540121727,9241,7709,9143,3915,11.860204598783277
135,123.0,166.0340658715977,8154,5065,8175,7294,6.965934128403025
136,340.0,405.4234964475454,7760,4290,8344,5633,4.576503552454101
137,247.0,313.33568651219684,10760,1625,11674,445,4.664313487802895
138,822.0,869.1002929835504,9420,7581,8493,7540,2.8997070164501104
139,700.0,754.5226665574737,7760,4290,9196,5295,5.477333442527029
140,250.0,297.89268036736576,8593,6346,6772,3673,10.107319632635054
141,292.0,346.81561119973594,5658,4704,5661,3685,3.184388800264503
142,605.0,661.9464611976746,4375,6054,3904,4175,6.053538802324637
143,509.0,569.3100573970132,7115,5000,8554,6585,6.689942602986217
144,536.0,599.1806861606929,4326,5528,3147,5206,3.8193138393073958
145,534.0,591.676199486159,7760,4290,7809,5032,2.3238005138404203
146,250.0,311.35730867835446,7760,4290,5201,5339,8.642691321645707
147,667.0,713.106242103604,8970,3034,7294,5720,9.89375789639609
148,545.0,601.1861657047994,3919,4257,2700,4198,3.8138342952008286
149,433.0,487.1599043367805,7876,2737,5881,6329,12.840095663219376
150,451.0,506.92224452129085,8169,6476,5416,5549,9.077755478710031
151,615.0,662.4574826389489,7748,6882,8075,6137,2.5425173610518375
152,503.0,557.7258639046122,4033,6411,6251,7857,8.274136095387844
153,697.0,753.0625034394652,7777,3265,10185,5342,9.937496560533997
154,723.0,784.4699663845367,3919,4257,4987,6417,7.530033615462815
155,506.0,567.0374195894819,10760,1625,7294,0,11.962580410518669
156,105.0,169.60311569594887,3645,4000,6073,5151,8.396884304051415
157,162.0,211.81696587357874,3645,4000,8150,4551,14.183034126421962
158,589.0,652.381718421917,8359,5019,9275,6566,5.618281578082839
159,663.0,704.07473521051,8154,5065,5856,3369,8.925264789489441
160,286.0,345.20109914085515,7760,4290,8596,7643,10.798900859144185
161,661.0,713.5600995207842,7760,4290,8204,6629,7.439900479215095
162,122.0,172.7612317605126,9191,7902,10585,6052,7.238768239486605
163,127.0,193.30895033137676,7760,4290,8939,4361,3.69104966862409
164,95.0,142.24363889396955,4779,5982,3884,2991,9.756361106029747
165,503.0,563.9967838862649,8570,6686,9005,3838,9.003216113735414
166,558.0,610.2383618020085,7777,3265,8293,3038,1.7616381979921418
167,358.0,421.6490838720565,8068,6258,8536,5669,2.35091612794353
168,415.0,476.63514133847093,8724,6625,7383,5092,6.364858661529728
169,624.0,684.9711978879732,8570,6686,5923,5528,9.028802112025991
170,723.0,776.8347994951,7760,4290,9727,4442,6.1652005049004694
171,700.0,751.0084023597028,5517,4751,8391,4889,8.991597640297302
172,661.0,704.9900075070236,7777,3265,8122,5157,6.00999249297576
173,613.0,689.9275375152247,9420,7581,9337,7914,1.0724624847751085
174,195.0,255.91954927428378,7927,6892,8925,6050,4.080450725716462
175,745.0,787.4031250000007,8570,6686,8570,2655,12.596875
176,234.0,291.6381416781751,3645,4000,7881,4582,13.361858321824101
177,602.0,655.4153417555535,8570,6686,4910,6097,11.584658244446619
178,541.0,574.9686710706155,5886,8078,6856,8085,3.0313289293847676
179,597.0,652.3012988156861,5658,4704,8735,6205,10.698701184314384
180,624.0,676.1949072615207,7760,4290,9655,2663,7.805092738478512
181,469.0,529.4370139012444,8068,6258,6802,3472,9.562986098755974
182,754.0,813.0070410780136,8570,6686,6778,6003,5.992958921987118
183,638.0,685.9146379217455,7760,4290,10314,7194,12.085362078254006
184,237.0,304.9692946514042,8540,3981,8269,4169,1.0307053485962903
185,554.0,616.7870456957571,8068,6258,9515,7088,5.21295430424294
186,587.0,637.4482699982655,8068,6258,9667,7614,6.551730001734275
187,582.0,638.7780573888922,7668,4039,5378,4350,7.2219426111071385
188,48.0,98.20511860050829,4779,5982,9389,7060,14.794881399490839
189,162.0,228.47684001924426,7760,4290,7376,5350,3.523159980755912
190,545.0,610.8886681881704,8593,6346,9596,7638,5.111331811829966
191,562.0,623.6813738504716,8169,6476,6066,8108,8.31862614952884
192,673.0,730.828626318129,4779,5982,8768,8139,14.171373681871847
